corpus,system,qid,category,answerable,gen,ret,overall,llm_calls,slm_calls,gen_cost,expected_pages,retrieved_top6_pages,page_hit_top6
coreutils,simple,cu-005,lookup,True,5.0,1.0,3.0,1,0,0.00588,[41],"[27, 35, 36, 35, 53, 38]",0
coreutils,simple,cu-004,concept,True,5.0,5.0,5.0,1,0,0.00817,[25],"[25, 25, 97, 97, 101, 291]",1
coreutils,simple,cu-001,lookup,True,5.0,1.25,3.125,1,0,0.00624,[12],"[1, 23, 11, 309, 4, 2]",0
coreutils,simple,cu-002,lookup,True,3.4,1.25,2.325,1,0,0.00655,[24],"[24, 45, 44, 179, 45, 44]",1
coreutils,simple,cu-003,lookup,True,3.0,1.5,2.25,1,0,0.00564,[24],"[172, 24, 173, 38, 12, 45]",1
coreutils,simple,cu-007,lookup,True,5.0,5.0,5.0,1,0,0.00538,[53],"[53, 53, 54, 53, 35, 38]",1
coreutils,simple,cu-008,lookup,True,5.0,5.0,5.0,1,0,0.00589,[53],"[53, 53, 53, 54, 42, 54]",1
coreutils,simple,cu-006,lookup,True,5.0,5.0,5.0,1,0,0.00946,[43],"[45, 43, 44, 43, 43, 42]",1
coreutils,simple,cu-010,lookup,True,4.4,3.5,3.95,1,0,0.0062,[65],"[110, 284, 64, 65, 70, 63]",1
coreutils,simple,cu-009,lookup,True,2.2,2.75,2.475,1,0,0.01046,[63],"[64, 63, 65, 70, 68, 69]",1
coreutils,simple,cu-012,lookup,True,5.0,5.0,5.0,1,0,0.00748,[62],"[72, 73, 288, 62, 68, 72]",1
coreutils,simple,cu-011,lookup,True,5.0,4.75,4.875,1,0,0.01223,[62],"[69, 66, 92, 69, 93, 70]",0
coreutils,simple,cu-013,lookup,True,3.2,4.25,3.725,1,0,0.00646,[73],"[72, 73, 73, 72, 74, 288]",1
coreutils,simple,cu-014,lookup,True,5.0,5.0,5.0,1,0,0.01101,[87],"[86, 87, 91, 288, 88, 90]",1
coreutils,simple,cu-015,lookup,True,5.0,5.0,5.0,1,0,0.00913,[86],"[86, 99, 97, 101, 288, 86]",1
coreutils,simple,cu-016,concept,True,5.0,5.0,5.0,1,0,0.00888,[88],"[89, 88, 89, 88, 120, 123]",1
coreutils,simple,cu-017,concept,True,5.0,5.0,5.0,1,0,0.00983,[90],"[90, 87, 94, 92, 95, 93]",1
coreutils,simple,cu-018,lookup,True,2.2,2.0,2.1,1,0,0.00895,[59],"[60, 191, 61, 58, 306, 55]",0
coreutils,simple,cu-019,lookup,True,4.0,3.5,3.75,1,0,0.00943,[46],"[46, 317, 49, 47, 50, 41]",1
coreutils,simple,cu-020,lookup,True,2.2,2.25,2.225,1,0,0.01003,[46],"[46, 317, 46, 47, 178, 169]",1
coreutils,simple,cu-021,concept,True,5.0,5.0,5.0,1,0,0.00954,[75],"[290, 76, 75, 290, 292, 75]",1
coreutils,simple,cu-022,lookup,True,4.2,4.25,4.225,1,0,0.00945,[97],"[101, 101, 97, 291, 100, 98]",1
coreutils,simple,cu-023,lookup,True,3.8,5.0,4.4,1,0,0.00949,[97],"[97, 100, 101, 100, 100, 291]",1
coreutils,simple,cu-024,lookup,True,2.8,1.75,2.275,1,0,0.00745,[104],"[104, 106, 104, 110, 112, 108]",1
coreutils,simple,cu-025,lookup,True,4.2,4.5,4.35,1,0,0.00736,[104],"[106, 105, 104, 105, 108, 104]",1
coreutils,simple,cu-026,lookup,True,3.4,4.75,4.075,1,0,0.00897,[124],"[124, 121, 120, 122, 122, 121]",1
coreutils,simple,cu-027,lookup,True,5.0,5.0,5.0,1,0,0.0103,[124],"[123, 124, 123, 121, 155, 157]",1
coreutils,simple,cu-028,lookup,True,5.0,5.0,5.0,1,0,0.00819,[138],"[137, 137, 138, 137, 138, 143]",1
coreutils,simple,cu-029,lookup,True,5.0,5.0,5.0,1,0,0.00696,[140],"[140, 153, 302, 141, 194, 105]",1
coreutils,simple,cu-030,lookup,True,3.0,4.0,3.5,1,0,0.00818,[145],"[145, 145, 146, 146, 147, 148]",1
coreutils,simple,cu-031,lookup,True,3.0,4.5,3.75,1,0,0.00921,[149],"[149, 149, 150, 135, 263, 151]",1
coreutils,simple,cu-032,lookup,True,5.0,5.0,5.0,1,0,0.00838,[165],"[169, 165, 166, 164, 108, 166]",1
coreutils,simple,cu-033,lookup,True,4.0,2.5,3.25,1,0,0.00525,[170],"[170, 169, 170, 169, 168, 171]",1
coreutils,simple,cu-034,lookup,True,5.0,5.0,5.0,1,0,0.00991,[218],"[272, 220, 218, 267, 221, 36]",1
coreutils,simple,cu-035,lookup,True,3.2,4.25,3.725,1,0,0.00949,[222],"[223, 315, 8, 222, 314, 313]",1
coreutils,simple,cu-037,lookup,True,4.2,4.75,4.475,1,0,0.00802,[190],"[191, 190, 190, 191, 307, 191]",1
coreutils,simple,cu-036,concept,True,5.0,5.0,5.0,1,0,0.00865,[254],"[255, 254, 9, 256, 254, 48]",1
coreutils,simple,cu-038,concept,True,4.4,5.0,4.7,1,0,0.00977,[193],"[193, 193, 194, 199, 307, 307]",1
coreutils,simple,cu-039,concept,True,4.8,4.5,4.65,1,0,0.00878,[242],"[242, 244, 243, 243, 243, 9]",1
coreutils,simple,cu-neg-01,negative_cross_doc,False,5.0,2.0,3.5,1,0,0.00669,[],"[97, 187, 311, 100, 133, 186]",
coreutils,simple,cu-neg-02,negative_cross_doc,False,5.0,2.0,3.5,1,0,0.00784,[],"[307, 97, 20, 100, 291, 307]",
coreutils,simple,cu-040,concept,True,2.8,1.0,1.9,1,0,0.00595,[182],"[211, 240, 183, 205, 319, 20]",0
coreutils,simple,cu-neg-03,negative_cross_doc,False,5.0,2.0,3.5,1,0,0.00766,[],"[174, 215, 174, 180, 214, 214]",
coreutils,simple,cu-neg-04,negative_cross_doc,False,5.0,2.0,3.5,1,0,0.00667,[],"[37, 192, 47, 35, 222, 48]",
coreutils,simple,cu-neg-05,negative_out_of_scope,False,5.0,2.0,3.5,1,0,0.00743,[],"[139, 304, 135, 126, 285, 121]",
coreutils,simple,cu-neg-06,negative_out_of_scope,False,5.0,2.0,3.5,1,0,0.00616,[],"[296, 284, 297, 254, 254, 100]",
coreutils,simple,cu-neg-07,negative_out_of_scope,False,5.0,2.0,3.5,1,0,0.00723,[],"[189, 90, 96, 95, 186, 187]",
coreutils,simple,cu-neg-08,negative_out_of_scope,False,5.0,2.0,3.5,1,0,0.00581,[],"[134, 134, 135, 134, 160, 137]",
coreutils,reranked_simple,cu-001,lookup,True,5.0,5.0,5.0,1,0,0.00511,[12],"[23, 11, 4, 12, 1]",1
coreutils,reranked_simple,cu-004,concept,True,4.0,4.5,4.25,1,0,0.00734,[25],"[25, 25, 42, 290, 291]",1
coreutils,reranked_simple,cu-003,lookup,True,3.0,1.5,2.25,1,0,0.00559,[24],"[24, 38, 67, 68, 245]",1
coreutils,reranked_simple,cu-002,lookup,True,1.4,1.5,1.45,1,0,0.00537,[24],"[24, 24, 43, 38, 179]",1
coreutils,reranked_simple,cu-005,lookup,True,1.8,1.5,1.65,1,0,0.00666,[41],"[35, 53, 36, 42, 38]",0
coreutils,reranked_simple,cu-006,lookup,True,5.0,5.0,5.0,1,0,0.008,[43],"[44, 43, 44, 43, 43]",1
coreutils,reranked_simple,cu-007,lookup,True,5.0,5.0,5.0,1,0,0.00488,[53],"[53, 53, 54, 53, 35]",1
coreutils,reranked_simple,cu-008,lookup,True,4.8,4.5,4.65,1,0,0.00532,[53],"[53, 53, 53, 54, 54]",1
coreutils,reranked_simple,cu-010,lookup,True,4.2,3.0,3.6,1,0,0.00505,[65],"[110, 276, 62, 111, 62]",0
coreutils,reranked_simple,cu-009,lookup,True,4.2,5.0,4.6,1,0,0.00864,[63],"[63, 69, 277, 64, 65]",1
coreutils,reranked_simple,cu-012,lookup,True,5.0,5.0,5.0,1,0,0.00731,[62],"[68, 288, 73, 62, 74]",1
coreutils,reranked_simple,cu-013,lookup,True,4.6,4.25,4.425,1,0,0.00638,[73],"[288, 72, 68, 73, 291]",1
coreutils,reranked_simple,cu-011,lookup,True,5.0,5.0,5.0,1,0,0.00947,[62],"[69, 92, 62, 63, 67]",1
coreutils,reranked_simple,cu-014,lookup,True,5.0,5.0,5.0,1,0,0.01038,[87],"[288, 86, 87, 87, 5]",1
coreutils,reranked_simple,cu-015,lookup,True,4.2,5.0,4.6,1,0,0.00961,[86],"[288, 86, 86, 87, 99]",1
coreutils,reranked_simple,cu-016,concept,True,4.2,4.5,4.35,1,0,0.00885,[88],"[120, 88, 89, 89, 288]",1
coreutils,reranked_simple,cu-017,concept,True,5.0,5.0,5.0,1,0,0.009,[90],"[93, 92, 92, 90, 92]",1
coreutils,reranked_simple,cu-019,lookup,True,5.0,5.0,5.0,1,0,0.00804,[46],"[46, 317, 47, 47, 46]",1
coreutils,reranked_simple,cu-018,lookup,True,2.6,2.25,2.425,1,0,0.00818,[59],"[61, 60, 191, 58, 191]",0
coreutils,reranked_simple,cu-020,lookup,True,2.2,2.5,2.35,1,0,0.00835,[46],"[46, 46, 178, 168, 47]",1
coreutils,reranked_simple,cu-021,concept,True,5.0,5.0,5.0,1,0,0.0093,[75],"[75, 75, 290, 290, 292]",1
coreutils,reranked_simple,cu-022,lookup,True,4.2,4.75,4.475,1,0,0.00838,[97],"[100, 101, 97, 101, 290]",1
coreutils,reranked_simple,cu-024,lookup,True,2.8,2.75,2.775,1,0,0.00719,[104],"[104, 106, 104, 118, 112]",1
coreutils,reranked_simple,cu-023,lookup,True,5.0,5.0,5.0,1,0,0.00854,[97],"[100, 97, 101, 290, 97]",1
coreutils,reranked_simple,cu-025,lookup,True,5.0,5.0,5.0,1,0,0.00632,[104],"[110, 104, 106, 112, 104]",1
coreutils,reranked_simple,cu-026,lookup,True,5.0,5.0,5.0,1,0,0.00712,[124],"[124, 120, 120, 122, 120]",1
coreutils,reranked_simple,cu-029,lookup,True,5.0,5.0,5.0,1,0,0.00554,[140],"[140, 139, 153, 153, 20]",1
coreutils,reranked_simple,cu-028,lookup,True,5.0,5.0,5.0,1,0,0.00645,[138],"[137, 137, 138, 143, 137]",1
coreutils,reranked_simple,cu-027,lookup,True,4.8,5.0,4.9,1,0,0.00783,[124],"[121, 134, 123, 121, 124]",1
coreutils,reranked_simple,cu-030,lookup,True,3.0,3.0,3.0,1,0,0.0076,[145],"[147, 145, 145, 148, 122]",1
coreutils,reranked_simple,cu-032,lookup,True,5.0,5.0,5.0,1,0,0.00752,[165],"[169, 165, 166, 15, 13]",1
coreutils,reranked_simple,cu-031,lookup,True,2.4,3.25,2.825,1,0,0.00784,[149],"[150, 149, 135, 263, 6]",1
coreutils,reranked_simple,cu-033,lookup,True,4.2,2.75,3.475,1,0,0.00649,[170],"[170, 169, 170, 168, 172]",1
coreutils,reranked_simple,cu-034,lookup,True,5.0,5.0,5.0,1,0,0.00873,[218],"[220, 221, 221, 213, 219]",0
coreutils,reranked_simple,cu-035,lookup,True,2.4,4.25,3.325,1,0,0.00825,[222],"[8, 223, 222, 315, 315]",1
coreutils,reranked_simple,cu-036,concept,True,4.4,4.5,4.45,1,0,0.0064,[254],"[254, 256, 255, 9, 49]",1
coreutils,reranked_simple,cu-037,lookup,True,5.0,5.0,5.0,1,0,0.00659,[190],"[190, 190, 191, 191, 7]",1
coreutils,reranked_simple,cu-038,concept,True,2.8,5.0,3.9,1,0,0.00851,[193],"[193, 194, 32, 193, 307]",1
coreutils,reranked_simple,cu-039,concept,True,5.0,4.5,4.75,1,0,0.00689,[242],"[242, 243, 244, 243, 9]",1
coreutils,reranked_simple,cu-040,concept,True,4.6,4.5,4.55,1,0,0.00533,[182],"[240, 182, 183, 20, 308]",1
coreutils,reranked_simple,cu-neg-01,negative_cross_doc,False,5.0,2.0,3.5,1,0,0.00781,[],"[187, 97, 302, 303, 303]",
coreutils,reranked_simple,cu-neg-02,negative_cross_doc,False,5.0,1.75,3.375,1,0,0.008,[],"[20, 16, 245, 16, 302]",
coreutils,reranked_simple,cu-neg-04,negative_cross_doc,False,5.0,2.0,3.5,1,0,0.00725,[],"[37, 35, 192, 68, 192]",
coreutils,reranked_simple,cu-neg-03,negative_cross_doc,False,5.0,2.0,3.5,1,0,0.00749,[],"[175, 174, 214, 216, 214]",
coreutils,reranked_simple,cu-neg-05,negative_out_of_scope,False,5.0,2.0,3.5,1,0,0.00665,[],"[120, 285, 197, 134, 302]",
coreutils,reranked_simple,cu-neg-06,negative_out_of_scope,False,5.0,2.0,3.5,1,0,0.00701,[],"[254, 127, 260, 31, 316]",
coreutils,reranked_simple,cu-neg-07,negative_out_of_scope,False,5.0,2.0,3.5,1,0,0.00593,[],"[87, 104, 189, 65, 165]",
coreutils,reranked_simple,cu-neg-08,negative_out_of_scope,False,5.0,2.0,3.5,1,0,0.0048,[],"[134, 135, 134, 135, 135]",
coreutils,agentic,cu-002,lookup,True,1.0,1.5,1.25,3,0,0.01646,[24],"[24, 45, 44, 179, 45, 44]",1
coreutils,agentic,cu-004,concept,True,5.0,5.0,5.0,3,0,0.01903,[25],"[25, 25, 97, 97, 101, 291]",1
coreutils,agentic,cu-003,lookup,True,3.8,1.5,2.65,3,0,0.01848,[24],"[172, 24, 173, 38, 12, 45]",1
coreutils,agentic,cu-001,lookup,True,5.0,1.0,3.0,7,0,0.04101,[12],"[1, 23, 11, 309, 4, 2]",0
coreutils,agentic,cu-005,lookup,True,2.8,1.0,1.9,7,0,0.03679,[41],"[27, 35, 36, 35, 53, 38]",0
coreutils,agentic,cu-007,lookup,True,5.0,5.0,5.0,3,0,0.01739,[53],"[53, 53, 54, 53, 35, 38]",1
coreutils,agentic,cu-008,lookup,True,5.0,5.0,5.0,3,0,0.01285,[53],"[53, 53, 53, 54, 42, 54]",1
coreutils,agentic,cu-006,lookup,True,5.0,5.0,5.0,3,0,0.01753,[43],"[45, 43, 44, 43, 43, 42]",1
coreutils,agentic,cu-010,lookup,True,4.8,3.75,4.275,3,0,0.01745,[65],"[110, 284, 64, 65, 70, 63]",1
coreutils,agentic,cu-012,lookup,True,5.0,5.0,5.0,3,0,0.01747,[62],"[72, 73, 288, 62, 68, 72]",1
coreutils,agentic,cu-011,lookup,True,5.0,4.75,4.875,3,0,0.02168,[62],"[69, 66, 92, 69, 93, 70]",0
coreutils,agentic,cu-013,lookup,True,3.2,4.25,3.725,3,0,0.01441,[73],"[72, 73, 73, 72, 74, 288]",1
coreutils,agentic,cu-009,lookup,True,1.8,2.75,2.275,3,0,0.02164,[63],"[64, 63, 65, 70, 68, 69]",1
coreutils,agentic,cu-014,lookup,True,5.0,5.0,5.0,3,0,0.02374,[87],"[86, 87, 91, 288, 88, 90]",1
coreutils,agentic,cu-016,concept,True,5.0,5.0,5.0,3,0,0.02252,[88],"[89, 88, 89, 88, 120, 123]",1
coreutils,agentic,cu-015,lookup,True,5.0,5.0,5.0,3,0,0.02203,[86],"[86, 99, 97, 101, 288, 86]",1
coreutils,agentic,cu-017,concept,True,5.0,5.0,5.0,3,0,0.01759,[90],"[90, 87, 94, 92, 95, 93]",1
coreutils,agentic,cu-021,concept,True,5.0,5.0,5.0,3,0,0.01699,[75],"[290, 76, 75, 290, 292, 75]",1
coreutils,agentic,cu-019,lookup,True,2.2,2.75,2.475,3,0,0.02111,[46],"[46, 317, 49, 47, 50, 41]",1
coreutils,agentic,cu-020,lookup,True,2.2,2.25,2.225,3,0,0.02198,[46],"[46, 317, 46, 47, 178, 169]",1
coreutils,agentic,cu-018,lookup,True,3.0,2.25,2.625,7,0,0.04067,[59],"[60, 191, 61, 58, 306, 55]",0
coreutils,agentic,cu-022,lookup,True,3.2,4.0,3.6,3,0,0.01924,[97],"[101, 101, 97, 291, 100, 98]",1
coreutils,agentic,cu-023,lookup,True,4.4,5.0,4.7,3,0,0.02281,[97],"[97, 100, 101, 100, 100, 291]",1
coreutils,agentic,cu-024,lookup,True,2.8,1.75,2.275,3,0,0.01667,[104],"[104, 106, 104, 110, 112, 108]",1
coreutils,agentic,cu-026,lookup,True,4.4,5.0,4.7,3,0,0.01835,[124],"[124, 121, 120, 122, 122, 121]",1
coreutils,agentic,cu-025,lookup,True,3.6,2.75,3.175,3,0,0.01949,[104],"[106, 105, 104, 105, 108, 104]",1
coreutils,agentic,cu-027,lookup,True,4.2,4.25,4.225,3,0,0.02229,[124],"[123, 124, 123, 121, 155, 157]",1
coreutils,agentic,cu-029,lookup,True,5.0,5.0,5.0,3,0,0.01841,[140],"[140, 153, 302, 141, 194, 105]",1
coreutils,agentic,cu-028,lookup,True,5.0,5.0,5.0,3,0,0.01785,[138],"[137, 137, 138, 137, 138, 143]",1
coreutils,agentic,cu-032,lookup,True,5.0,5.0,5.0,3,0,0.01877,[165],"[169, 165, 166, 164, 108, 166]",1
coreutils,agentic,cu-031,lookup,True,3.0,4.5,3.75,3,0,0.02095,[149],"[149, 149, 150, 135, 263, 151]",1
coreutils,agentic,cu-030,lookup,True,3.0,4.0,3.5,3,0,0.01724,[145],"[145, 145, 146, 146, 147, 148]",1
coreutils,agentic,cu-033,lookup,True,5.0,5.0,5.0,3,0,0.01526,[170],"[170, 169, 170, 169, 168, 171]",1
coreutils,agentic,cu-034,lookup,True,4.2,4.5,4.35,3,0,0.02319,[218],"[272, 220, 218, 267, 221, 36]",1
coreutils,agentic,cu-037,lookup,True,5.0,5.0,5.0,3,0,0.01749,[190],"[191, 190, 190, 191, 307, 191]",1
coreutils,agentic,cu-036,concept,True,5.0,5.0,5.0,3,0,0.01888,[254],"[255, 254, 9, 256, 254, 48]",1
coreutils,agentic,cu-035,lookup,True,2.8,3.75,3.275,3,0,0.02493,[222],"[223, 315, 8, 222, 314, 313]",1
coreutils,agentic,cu-038,concept,True,4.4,4.75,4.575,3,0,0.02339,[193],"[193, 193, 194, 199, 307, 307]",1
coreutils,agentic,cu-039,concept,True,5.0,5.0,5.0,3,0,0.02195,[242],"[242, 244, 243, 243, 243, 9]",1
coreutils,agentic,cu-040,concept,True,3.2,1.25,2.225,7,0,0.04027,[182],"[211, 240, 183, 205, 319, 20]",0
coreutils,agentic,cu-neg-01,negative_cross_doc,False,5.0,2.0,3.5,7,0,0.03766,[],"[97, 187, 311, 100, 133, 186]",
coreutils,agentic,cu-neg-02,negative_cross_doc,False,5.0,2.0,3.5,7,0,0.03722,[],"[307, 97, 20, 100, 291, 307]",
coreutils,agentic,cu-neg-03,negative_cross_doc,False,5.0,2.0,3.5,7,0,0.03846,[],"[174, 215, 174, 180, 214, 214]",
coreutils,agentic,cu-neg-04,negative_cross_doc,False,5.0,2.0,3.5,7,0,0.03577,[],"[37, 192, 47, 35, 222, 48]",
coreutils,agentic,cu-neg-05,negative_out_of_scope,False,5.0,2.0,3.5,7,0,0.03435,[],"[139, 304, 135, 126, 285, 121]",
coreutils,agentic,cu-neg-06,negative_out_of_scope,False,5.0,2.0,3.5,7,0,0.03738,[],"[296, 284, 297, 254, 254, 100]",
coreutils,agentic,cu-neg-07,negative_out_of_scope,False,5.0,2.0,3.5,7,0,0.04054,[],"[189, 90, 96, 95, 186, 187]",
coreutils,agentic,cu-neg-08,negative_out_of_scope,False,5.0,2.0,3.5,7,0,0.03352,[],"[134, 134, 135, 134, 160, 137]",
coreutils,self_rag,cu-002,lookup,True,3.6,1.0,2.3,3,0,0.00244,[24],[],0
coreutils,self_rag,cu-005,lookup,True,5.0,1.0,3.0,3,0,0.00237,[41],[],0
coreutils,self_rag,cu-004,concept,True,3.4,1.0,2.2,3,0,0.00255,[25],[],0
coreutils,self_rag,cu-001,lookup,True,5.0,2.25,3.625,4,0,0.01803,[12],"[1, 23, 11, 309, 4]",0
coreutils,self_rag,cu-003,lookup,True,5.0,1.5,3.25,4,0,0.01572,[24],"[172, 24, 173, 38, 12]",1
coreutils,self_rag,cu-008,lookup,True,2.8,1.0,1.9,3,0,0.00242,[53],[],0
coreutils,self_rag,cu-006,lookup,True,3.6,1.0,2.3,3,0,0.00332,[43],[],0
coreutils,self_rag,cu-007,lookup,True,5.0,5.0,5.0,4,0,0.01724,[53],"[53, 53, 54, 53, 35]",1
coreutils,self_rag,cu-009,lookup,True,3.6,1.0,2.3,3,0,0.00353,[63],[],0
coreutils,self_rag,cu-010,lookup,True,3.2,1.0,2.1,3,0,0.00231,[65],[],0
coreutils,self_rag,cu-012,lookup,True,3.0,1.0,2.0,3,0,0.00325,[62],[],0
coreutils,self_rag,cu-013,lookup,True,3.2,1.0,2.1,3,0,0.00262,[73],[],0
coreutils,self_rag,cu-011,lookup,True,4.2,3.5,3.85,4,0,0.02361,[62],"[69, 66, 92, 69, 93]",0
coreutils,self_rag,cu-014,lookup,True,3.2,1.0,2.1,3,0,0.00452,[87],[],0
coreutils,self_rag,cu-015,lookup,True,3.2,1.0,2.1,3,0,0.0052,[86],[],0
coreutils,self_rag,cu-016,concept,True,2.8,1.0,1.9,3,0,0.00265,[88],[],0
coreutils,self_rag,cu-017,concept,True,3.2,1.0,2.1,3,0,0.00268,[90],[],0
coreutils,self_rag,cu-019,lookup,True,3.2,1.0,2.1,3,0,0.00271,[46],[],0
coreutils,self_rag,cu-018,lookup,True,3.4,2.0,2.7,3,0,0.00333,[59],[],0
coreutils,self_rag,cu-020,lookup,True,3.0,1.0,2.0,3,0,0.00323,[46],[],0
coreutils,self_rag,cu-021,concept,True,2.8,2.0,2.4,3,0,0.00236,[75],[],0
coreutils,self_rag,cu-022,lookup,True,3.6,1.0,2.3,3,0,0.00375,[97],[],0
coreutils,self_rag,cu-023,lookup,True,3.2,1.0,2.1,3,0,0.00436,[97],[],0
coreutils,self_rag,cu-024,lookup,True,2.8,1.0,1.9,3,0,0.00265,[104],[],0
coreutils,self_rag,cu-025,lookup,True,3.6,1.0,2.3,3,0,0.00335,[104],[],0
coreutils,self_rag,cu-026,lookup,True,3.6,1.0,2.3,3,0,0.0042,[124],[],0
coreutils,self_rag,cu-028,lookup,True,3.8,1.0,2.4,3,0,0.00311,[138],[],0
coreutils,self_rag,cu-027,lookup,True,2.8,1.0,1.9,3,0,0.00383,[124],[],0
coreutils,self_rag,cu-029,lookup,True,3.6,1.0,2.3,3,0,0.00321,[140],[],0
coreutils,self_rag,cu-030,lookup,True,3.4,2.0,2.7,3,0,0.00307,[145],[],0
coreutils,self_rag,cu-031,lookup,True,3.6,1.0,2.3,3,0,0.00349,[149],[],0
coreutils,self_rag,cu-032,lookup,True,2.8,1.0,1.9,3,0,0.00358,[165],[],0
coreutils,self_rag,cu-034,lookup,True,2.6,1.0,1.8,3,0,0.00328,[218],[],0
coreutils,self_rag,cu-035,lookup,True,3.4,2.0,2.7,3,0,0.00254,[222],[],0
coreutils,self_rag,cu-033,lookup,True,3.4,2.5,2.95,4,0,0.01722,[170],"[170, 169, 170, 169, 168]",1
coreutils,self_rag,cu-036,concept,True,4.6,4.5,4.55,4,0,0.00998,[254],[254],1
coreutils,self_rag,cu-037,lookup,True,3.8,1.0,2.4,3,0,0.00349,[190],[],0
coreutils,self_rag,cu-038,concept,True,3.4,2.0,2.7,3,0,0.00239,[193],[],0
coreutils,self_rag,cu-040,concept,True,3.2,1.0,2.1,3,0,0.00245,[182],[],0
coreutils,self_rag,cu-039,concept,True,3.4,1.0,2.2,3,0,0.00326,[242],[],0
coreutils,self_rag,cu-neg-01,negative_cross_doc,False,5.0,5.0,5.0,3,0,0.00308,[],[],
coreutils,self_rag,cu-neg-02,negative_cross_doc,False,5.0,1.25,3.125,4,0,0.02016,[],"[307, 97, 20, 100, 291]",
coreutils,self_rag,cu-neg-05,negative_out_of_scope,False,1.4,5.0,3.2,3,0,0.00331,[],[],
coreutils,self_rag,cu-neg-03,negative_cross_doc,False,5.0,2.0,3.5,4,0,0.02122,[],"[174, 215, 174, 180, 214]",
coreutils,self_rag,cu-neg-06,negative_out_of_scope,False,5.0,2.0,3.5,4,0,0.01726,[],"[296, 284, 297, 254, 254]",
coreutils,self_rag,cu-neg-04,negative_cross_doc,False,5.0,2.0,3.5,4,0,0.01929,[],"[37, 192, 47, 35, 222]",
coreutils,self_rag,cu-neg-08,negative_out_of_scope,False,5.0,5.0,5.0,3,0,0.00252,[],[],
coreutils,self_rag,cu-neg-07,negative_out_of_scope,False,4.8,5.0,4.9,3,0,0.0038,[],[],
coreutils,flare,cu-005,lookup,True,5.0,5.0,5.0,3,0,0.01273,[41],"[41, 42, 27, 36, 53, 71]",1
coreutils,flare,cu-004,concept,True,5.0,5.0,5.0,3,0,0.01338,[25],"[25, 25, 102, 101, 97, 97]",1
coreutils,flare,cu-003,lookup,True,2.0,1.0,1.5,3,0,0.01222,[24],"[38, 87, 97, 304, 25, 173]",0
coreutils,flare,cu-002,lookup,True,2.0,1.5,1.75,3,0,0.01219,[24],"[38, 24, 48, 27, 44, 42]",1
coreutils,flare,cu-001,lookup,True,3.6,4.5,4.05,3,0,0.01199,[12],"[12, 1, 23, 11, 4, 309]",1
coreutils,flare,cu-008,lookup,True,5.0,5.0,5.0,3,0,0.00853,[53],"[53, 53, 53, 54, 42, 54]",1
coreutils,flare,cu-007,lookup,True,5.0,5.0,5.0,3,0,0.00884,[53],"[53, 53, 54, 53, 319, 54]",1
coreutils,flare,cu-006,lookup,True,5.0,5.0,5.0,3,0,0.01326,[43],"[45, 44, 43, 43, 42, 44]",1
coreutils,flare,cu-010,lookup,True,3.8,3.0,3.4,3,0,0.01292,[65],"[110, 64, 62, 284, 70, 63]",0
coreutils,flare,cu-009,lookup,True,1.8,2.75,2.275,3,0,0.01698,[63],"[64, 63, 65, 70, 69, 69]",1
coreutils,flare,cu-012,lookup,True,5.0,5.0,5.0,3,0,0.01141,[62],"[72, 62, 73, 74, 68, 72]",1
coreutils,flare,cu-011,lookup,True,5.0,5.0,5.0,3,0,0.01735,[62],"[69, 66, 93, 96, 92, 66]",0
coreutils,flare,cu-013,lookup,True,3.2,4.25,3.725,3,0,0.00909,[73],"[72, 73, 74, 73, 72, 288]",1
coreutils,flare,cu-014,lookup,True,4.0,4.5,4.25,3,0,0.01584,[87],"[86, 87, 91, 88, 93, 96]",1
coreutils,flare,cu-015,lookup,True,4.0,5.0,4.5,3,0,0.01407,[86],"[86, 86, 97, 99, 102, 101]",1
coreutils,flare,cu-016,concept,True,5.0,5.0,5.0,3,0,0.01477,[88],"[89, 88, 89, 88, 120, 127]",1
coreutils,flare,cu-017,concept,True,5.0,5.0,5.0,3,0,0.01332,[90],"[90, 87, 94, 95, 93, 92]",1
coreutils,flare,cu-019,lookup,True,5.0,5.0,5.0,3,0,0.01495,[46],"[46, 49, 47, 317, 47, 41]",1
coreutils,flare,cu-020,lookup,True,2.6,3.75,3.175,3,0,0.01743,[46],"[46, 317, 47, 46, 178, 168]",1
coreutils,flare,cu-018,lookup,True,2.2,2.0,2.1,3,0,0.0158,[59],"[60, 61, 191, 58, 55, 60]",0
coreutils,flare,cu-021,concept,True,5.0,4.75,4.875,3,0,0.01439,[75],"[290, 76, 75, 292, 290, 75]",1
coreutils,flare,cu-022,lookup,True,4.2,4.75,4.475,3,0,0.01544,[97],"[101, 101, 97, 291, 98, 100]",1
coreutils,flare,cu-025,lookup,True,5.0,5.0,5.0,3,0,0.01069,[104],"[105, 105, 106, 104, 104, 104]",1
coreutils,flare,cu-023,lookup,True,5.0,5.0,5.0,3,0,0.01592,[97],"[101, 100, 97, 100, 101, 291]",1
coreutils,flare,cu-024,lookup,True,3.2,2.5,2.85,3,0,0.01272,[104],"[104, 106, 108, 112, 104, 109]",1
coreutils,flare,cu-026,lookup,True,4.4,4.75,4.575,3,0,0.01381,[124],"[124, 121, 122, 120, 121, 122]",1
coreutils,flare,cu-029,lookup,True,5.0,5.0,5.0,3,0,0.00977,[140],"[153, 140, 194, 302, 20, 141]",1
coreutils,flare,cu-028,lookup,True,5.0,5.0,5.0,3,0,0.01178,[138],"[137, 137, 138, 138, 140, 137]",1
